DateTime;Condition;Rain;MaxTemp;MinTemp;AvgWind;AvgHumidity;AvgPressure
07.05.2018;Cloudy;1.41;18;16;7;83;1008
06.05.2018;Overcast;0.0;20;15;3;81;1009
05.05.2018;Sunny;0.0;21;15;15;76;1010
04.05.2018;Sunny;0.0;21;16;18;70;1011
03.05.2018;Sunny;0.0;24;15;12;69;1011
02.05.2018;Sunny;0.0;20;14;9;73;1013
01.05.2018;Sunny;0.01;20;14;9;77;1013
30.04.2018;Sunny;0.0;20;14;13;77;1014
29.04.2018;Sunny;0.0;20;14;22;73;1017
28.04.2018;Sunny;0.0;21;16;22;66;1018
27.04.2018;Sunny;0.16;24;17;10;53;1013
26.04.2018;Sunny;0.03;24;17;8;55;1012
25.04.2018;Sunny;0.0;23;17;6;54;1015
24.04.2018;Sunny;0.0;23;15;3;54;1016
23.04.2018;Sunny;0.0;20;14;7;55;1015
22.04.2018;Sunny;0.0;18;12;9;57;1017
21.04.2018;Sunny;0.0;17;10;8;63;1020
20.04.2018;Sunny;2.17;15;11;17;72;1017
19.04.2018;Sunny;0.0;19;11;13;66;1021
18.04.2018;Sunny;0.0;16;11;16;77;1021
17.04.2018;Sunny;0.54;16;12;13;73;1017
16.04.2018;Partly cloudy;0.05;18;12;19;56;1018
15.04.2018;Sunny;0.0;19;12;24;62;1022
14.04.2018;Sunny;0.0;17;13;16;77;1020
13.04.2018;Sunny;0.0;20;14;12;67;1015
12.04.2018;Sunny;0.04;20;14;6;67;1012
11.04.2018;Sunny;0.28;19;13;2;68;1011
10.04.2018;Sunny;0.0;18;11;4;74;1014
09.04.2018;Sunny;0.0;15;10;10;79;1016
08.04.2018;Overcast;0.01;13;11;21;83;1017
07.04.2018;Sunny;0.59;14;11;22;77;1014
06.04.2018;Sunny;0.15;18;12;14;63;1009
05.04.2018;Sunny;0.0;19;13;4;52;1013
04.04.2018;Sunny;0.0;17;10;4;54;1020
03.04.2018;Sunny;0.0;15;10;6;59;1023
02.04.2018;Sunny;0.61;14;11;14;66;1013
01.04.2018;Sunny;4.89;20;13;23;57;1006
31.03.2018;Sunny;0.0;17;11;10;54;1017
30.03.2018;Sunny;0.0;13;7;7;63;1019
29.03.2018;Overcast;0.0;9;8;21;79;1011
28.03.2018;Cloudy;0.15;13;9;21;84;1010
27.03.2018;Sunny;1.46;15;11;13;73;1011
26.03.2018;Cloudy;0.02;16;11;10;58;1012
25.03.2018;Overcast;4.57;11;6;15;81;1015
24.03.2018;Overcast;0.14;8;6;23;82;1004
23.03.2018;Partly cloudy;0.39;13;8;17;80;999
22.03.2018;Overcast;0.36;10;8;35;81;1014
21.03.2018;Sunny;0.08;17;11;15;63;1015
20.03.2018;Sunny;0.19;15;11;20;68;1007
19.03.2018;Partly cloudy;1.14;12;8;23;84;1007
18.03.2018;Sunny;0.33;20;15;22;53;1003
17.03.2018;Sunny;0.0;19;13;20;58;1009
16.03.2018;Partly cloudy;0.0;14;11;13;66;1013
15.03.2018;Sunny;0.0;14;11;7;72;1011
14.03.2018;Sunny;0.0;15;12;19;68;1008
13.03.2018;Sunny;1.7;16;13;21;66;1006
12.03.2018;Sunny;0.0;16;12;7;61;1013
11.03.2018;Sunny;0.0;15;11;8;63;1015
10.03.2018;Sunny;0.0;14;9;5;66;1017
09.03.2018;Sunny;0.01;12;8;7;76;1016
08.03.2018;Overcast;4.78;13;10;10;87;1005
07.03.2018;Sunny;1.11;17;13;21;68;1004
06.03.2018;Sunny;2.53;15;9;17;80;1004
05.03.2018;Partly cloudy;0.0;10;7;23;81;1010
04.03.2018;Thundery outbreaks possible;2.13;15;7;25;83;1004
03.03.2018;Sunny;2.42;15;11;24;72;1002
02.03.2018;Partly cloudy;0.5;12;5;11;63;1010
01.03.2018;Sunny;0.62;4;-1;12;63;1022
28.02.2018;Overcast;12.29;9;0;23;82;1010
27.02.2018;Overcast;0.75;8;6;16;80;1007
26.02.2018;Overcast;0.0;9;5;30;80;1004
25.02.2018;Overcast;6.26;7;5;29;80;1012
24.02.2018;Overcast;0.0;9;7;24;81;1010
23.02.2018;Overcast;0.01;9;8;22;83;1014
22.02.2018;Partly cloudy;0.15;11;8;15;85;1011
21.02.2018;Overcast;0.0;11;8;24;82;1012
20.02.2018;Overcast;0.0;9;7;25;78;1015
19.02.2018;Overcast;0.06;8;7;28;79;1017
18.02.2018;Sunny;0.0;11;6;14;70;1021
17.02.2018;Overcast;0.31;9;7;18;79;1024
16.02.2018;Overcast;0.0;9;8;23;83;1023
15.02.2018;Partly cloudy;0.0;10;8;22;79;1018
14.02.2018;Thundery outbreaks possible;1.78;13;9;23;66;1011
13.02.2018;Sunny;0.0;9;5;9;67;1016
12.02.2018;Overcast;0.31;7;5;11;77;1012
11.02.2018;Overcast;4.81;12;6;20;87;1002
10.02.2018;Overcast;1.1;11;9;22;79;1009
09.02.2018;Sunny;0.0;13;10;8;75;1014
08.02.2018;Sunny;1.07;15;11;12;74;1013
07.02.2018;Sunny;0.0;13;7;9;79;1021
06.02.2018;Sunny;0.0;10;7;17;75;1023
05.02.2018;Sunny;0.0;9;7;16;74;1022
04.02.2018;Overcast;7.67;15;6;31;66;1011
03.02.2018;Sunny;0.0;15;12;28;69;1015
02.02.2018;Overcast;0.0;14;12;27;73;1019
01.02.2018;Sunny;0.0;14;9;17;67;1020
31.01.2018;Sunny;0.0;12;8;5;74;1024
30.01.2018;Sunny;0.0;12;8;13;68;1023
29.01.2018;Sunny;0.0;9;5;9;72;1028
28.01.2018;Partly cloudy;0.0;7;5;9;72;1032
27.01.2018;Overcast;0.0;7;4;14;66;1031
26.01.2018;Partly cloudy;0.04;5;3;22;60;1027
25.01.2018;Partly cloudy;0.21;4;4;30;62;1029
24.01.2018;Overcast;0.51;5;4;32;67;1029
23.01.2018;Overcast;0.35;6;4;28;73;1019
22.01.2018;Overcast;0.27;10;6;23;82;1002
21.01.2018;Overcast;4.01;12;7;15;82;1010
20.01.2018;Partly cloudy;0.34;12;8;24;57;1014
19.01.2018;Sunny;0.0;9;4;18;53;1016
18.01.2018;Overcast;6.33;12;5;28;69;1001
17.01.2018;Sunny;0.07;13;10;27;74;1005
16.01.2018;Overcast;0.14;10;6;16;74;1018
15.01.2018;Cloudy;0.09;6;4;15;69;1028
14.01.2018;Overcast;0.47;6;4;34;72;1025
13.01.2018;Overcast;0.0;9;6;38;80;1020
12.01.2018;Overcast;1.53;11;9;14;84;1017
11.01.2018;Cloudy;0.0;12;9;8;68;1012
10.01.2018;Partly cloudy;0.0;11;9;15;77;1022
09.01.2018;Overcast;0.06;11;10;13;84;1031
08.01.2018;Sunny;0.0;13;11;8;78;1030
07.01.2018;Sunny;0.0;13;10;11;62;1027
06.01.2018;Sunny;0.0;11;8;5;66;1021
05.01.2018;Sunny;0.03;10;8;10;71;1014
04.01.2018;Partly cloudy;0.0;11;9;11;83;1006
03.01.2018;Partly cloudy;2.62;11;9;11;86;1008
02.01.2018;Sunny;0.0;13;10;13;70;1010
01.01.2018;Sunny;0.0;10;8;12;67;1017
31.12.2017;Overcast;0.0;8;6;9;77;1018
30.12.2017;Overcast;3.43;12;7;14;79;1010
29.12.2017;Overcast;2.76;14;12;19;73;1009
28.12.2017;Sunny;0.0;15;11;17;62;1011
27.12.2017;Sunny;0.0;14;11;18;68;1017
26.12.2017;Sunny;0.0;12;9;11;66;1023
25.12.2017;Sunny;0.0;11;7;15;71;1025
24.12.2017;Sunny;0.11;7;5;15;61;1021
23.12.2017;Partly cloudy;6.03;6;5;33;72;1018
22.12.2017;Overcast;9.24;6;5;31;78;1023
21.12.2017;Overcast;2.46;8;5;25;75;1029
20.12.2017;Overcast;2.44;8;7;21;74;1029
19.12.2017;Overcast;7.54;8;7;20;84;1022
18.12.2017;Overcast;0.0;9;7;23;79;1017
17.12.2017;Cloudy;2.23;17;13;21;72;1009
16.12.2017;Sunny;0.25;17;14;27;70;1012
15.12.2017;Sunny;0.0;16;13;18;71;1014
14.12.2017;Sunny;0.05;15;13;19;72;1014
13.12.2017;Sunny;0.0;15;12;14;74;1019
12.12.2017;Sunny;0.0;15;13;21;74;1021
11.12.2017;Sunny;0.0;14;9;21;66;1022
10.12.2017;Sunny;3.92;14;9;28;59;1014
09.12.2017;Sunny;0.0;15;12;28;61;1016
08.12.2017;Sunny;0.0;13;10;19;59;1023
07.12.2017;Sunny;0.0;10;8;17;61;1027
06.12.2017;Sunny;0.92;8;6;19;59;1026
05.12.2017;Cloudy;1.26;8;7;22;65;1022
04.12.2017;Thundery outbreaks possible;3.65;16;9;18;77;1019
03.12.2017;Sunny;0.0;18;15;10;59;1019
02.12.2017;Sunny;0.0;19;15;11;60;1017
01.12.2017;Partly cloudy;0.0;19;15;23;64;1016
30.11.2017;Sunny;0.0;16;12;27;63;1018
29.11.2017;Cloudy;1.01;13;9;16;67;1018
28.11.2017;Cloudy;2.78;14;9;16;76;1012
27.11.2017;Overcast;0.0;17;14;14;67;1012
26.11.2017;Partly cloudy;0.0;15;12;10;59;1018
25.11.2017;Sunny;0.0;15;12;7;60;1021
24.11.2017;Sunny;0.0;14;12;7;66;1022
23.11.2017;Partly cloudy;0.28;14;12;10;66;1020
22.11.2017;Partly cloudy;0.91;13;9;21;60;1019
21.11.2017;Sunny;0.72;9;8;21;58;1018
20.11.2017;Overcast;0.44;13;8;26;80;1008
19.11.2017;Sunny;1.19;16;13;11;84;1009
18.11.2017;Partly cloudy;0.0;16;14;9;82;1013
17.11.2017;Cloudy;0.02;16;14;16;81;1018
16.11.2017;Cloudy;0.02;16;14;16;81;1018
15.11.2017;Sunny;0.0;17;15;20;81;1021
14.11.2017;Sunny;0.0;18;16;9;67;1013
13.11.2017;Partly cloudy;0.0;19;16;7;53;1010
12.11.2017;Sunny;0.02;19;15;17;56;1015
11.11.2017;Sunny;0.0;16;12;9;66;1018
10.11.2017;Sunny;0.12;15;13;9;71;1020
09.11.2017;Sunny;1.65;16;14;6;70;1019
08.11.2017;Sunny;0.0;17;13;18;73;1022
07.11.2017;Sunny;0.0;16;13;15;74;1023
06.11.2017;Partly cloudy;0.06;15;13;10;69;1019
05.11.2017;Partly cloudy;0.01;15;13;18;73;1018
04.11.2017;Cloudy;0.99;14;13;15;75;1019
03.11.2017;Partly cloudy;0.19;15;11;13;59;1016
02.11.2017;Sunny;0.0;13;9;5;53;1021
01.11.2017;Sunny;0.0;11;9;11;50;1025
31.10.2017;Sunny;0.0;12;10;14;40;1022
30.10.2017;Sunny;4.73;15;12;26;50;1010
29.10.2017;Sunny;1.24;15;12;24;67;1006
28.10.2017;Overcast;3.27;17;13;17;75;1008
27.10.2017;Sunny;0.0;16;13;5;70;1016
26.10.2017;Overcast;1.47;14;13;18;79;1024
25.10.2017;Thundery outbreaks possible;10.49;18;15;17;80;1015
24.10.2017;Partly cloudy;0.75;19;17;16;60;1006
23.10.2017;Sunny;0.0;21;16;11;63;1009
22.10.2017;Sunny;0.0;20;17;14;65;1015
21.10.2017;Sunny;0.0;21;18;5;62;1016
20.10.2017;Sunny;0.0;22;17;3;61;1018
19.10.2017;Sunny;0.0;22;17;4;61;1018
18.10.2017;Sunny;0.0;23;17;18;55;1021
17.10.2017;Sunny;0.0;21;16;16;64;1026
16.10.2017;Sunny;0.0;20;17;11;65;1027
15.10.2017;Partly cloudy;0.0;19;15;3;54;1026
14.10.2017;Sunny;1.84;19;16;17;61;1023
13.10.2017;Sunny;0.0;20;16;3;52;1021
12.10.2017;Sunny;0.0;20;15;12;56;1023
11.10.2017;Sunny;0.0;20;16;9;56;1022
10.10.2017;Sunny;0.0;19;16;5;54;1020
09.10.2017;Sunny;0.0;18;14;6;50;1017
08.10.2017;Partly cloudy;1.81;18;13;15;65;1010
07.10.2017;Partly cloudy;0.0;23;19;12;57;1006
06.10.2017;Sunny;0.0;21;18;9;59;1011
05.10.2017;Sunny;0.0;19;15;8;63;1018
04.10.2017;Sunny;0.0;20;15;12;63;1023
03.10.2017;Sunny;0.31;18;15;19;62;1024
02.10.2017;Sunny;0.29;18;16;20;62;1024
01.10.2017;Overcast;9.94;18;17;25;76;1019
30.09.2017;Overcast;1.35;19;17;23;74;1017
29.09.2017;Cloudy;0.79;19;17;31;68;1020
28.09.2017;Partly cloudy;0.41;21;17;29;66;1023
27.09.2017;Sunny;2.09;23;20;16;76;1019
26.09.2017;Sunny;0.93;23;21;16;76;1015
25.09.2017;Partly cloudy;0.0;24;20;26;72;1016
24.09.2017;Partly cloudy;0.0;29;23;19;57;1017
23.09.2017;Sunny;0.27;21;17;11;53;1019
22.09.2017;Sunny;3.01;22;19;10;57;1015
21.09.2017;Sunny;0.97;26;22;11;63;1009
20.09.2017;Sunny;0.0;32;24;8;48;1008
19.09.2017;Sunny;0.0;28;23;10;71;1010
18.09.2017;Sunny;0.0;29;22;8;69;1012
17.09.2017;Sunny;0.0;27;22;7;77;1013
16.09.2017;Sunny;0.0;27;23;16;79;1013
15.09.2017;Sunny;0.0;28;23;15;65;1012
14.09.2017;Sunny;0.0;27;23;22;56;1015
13.09.2017;Sunny;0.0;28;24;12;62;1014
12.09.2017;Sunny;0.0;29;25;20;47;1009
11.09.2017;Sunny;0.0;29;23;5;57;1011
10.09.2017;Sunny;0.0;29;23;5;52;1011
09.09.2017;Sunny;0.0;27;21;4;58;1013
08.09.2017;Sunny;0.0;28;21;7;55;1014
07.09.2017;Sunny;0.0;25;21;11;52;1016
06.09.2017;Sunny;0.22;24;21;14;51;1015
05.09.2017;Sunny;0.0;24;21;18;57;1016
04.09.2017;Sunny;0.0;25;22;17;60;1011
03.09.2017;Sunny;0.0;28;21;6;52;1009
02.09.2017;Sunny;0.0;27;20;11;53;1013
01.09.2017;Sunny;0.0;25;19;13;58;1015
31.08.2017;Partly cloudy;0.04;24;20;18;60;1018
30.08.2017;Sunny;0.0;24;21;26;60;1016
29.08.2017;Sunny;0.01;27;21;24;68;1012
28.08.2017;Sunny;0.0;27;23;18;63;1010
27.08.2017;Sunny;0.0;26;22;24;64;1014
26.08.2017;Sunny;0.0;26;21;24;61;1018
25.08.2017;Sunny;0.0;26;22;24;58;1020
24.08.2017;Sunny;0.0;26;21;15;55;1018
23.08.2017;Sunny;0.0;25;19;8;59;1016
22.08.2017;Overcast;2.06;23;21;18;74;1013
21.08.2017;Sunny;0.0;27;23;8;74;1009
20.08.2017;Sunny;0.0;28;23;12;71;1012
19.08.2017;Sunny;0.0;28;23;13;72;1014
18.08.2017;Sunny;0.0;29;24;16;69;1013
17.08.2017;Sunny;1.63;28;23;19;68;1011
16.08.2017;Partly cloudy;0.79;27;24;18;72;1010
15.08.2017;Partly cloudy;0.26;26;23;15;68;1014
14.08.2017;Partly cloudy;0.01;26;23;19;69;1012
13.08.2017;Sunny;0.0;29;23;4;64;1006
12.08.2017;Sunny;0.0;30;24;13;65;1009
11.08.2017;Sunny;0.0;29;24;17;70;1012
10.08.2017;Sunny;0.02;28;24;20;73;1014
09.08.2017;Sunny;0.01;28;24;28;73;1016
08.08.2017;Partly cloudy;0.01;28;25;24;76;1014
07.08.2017;Sunny;0.0;30;25;15;70;1011
06.08.2017;Sunny;0.0;31;25;17;64;1009
05.08.2017;Sunny;0.0;31;24;15;64;1010
04.08.2017;Sunny;0.0;30;24;16;66;1011
03.08.2017;Sunny;0.0;29;24;18;67;1013
02.08.2017;Sunny;0.0;28;23;24;69;1015
01.08.2017;Sunny;0.0;27;23;29;63;1017
31.07.2017;Sunny;0.0;26;23;27;62;1016
30.07.2017;Sunny;0.0;29;24;14;57;1017
29.07.2017;Sunny;0.0;28;23;11;59;1015
28.07.2017;Sunny;0.38;26;21;16;62;1009
27.07.2017;Sunny;1.28;29;23;11;69;1003
26.07.2017;Sunny;0.01;31;26;7;61;1003
25.07.2017;Sunny;0.02;31;24;4;55;1004
24.07.2017;Sunny;0.0;30;24;14;54;1009
23.07.2017;Sunny;0.0;30;22;8;59;1014
22.07.2017;Sunny;0.0;28;22;16;63;1015
21.07.2017;Sunny;0.0;27;22;21;67;1013
20.07.2017;Sunny;0.0;27;21;20;63;1013
19.07.2017;Sunny;0.13;26;21;20;66;1016
18.07.2017;Overcast;16.48;22;21;27;84;1014
17.07.2017;Partly cloudy;3.67;24;21;36;75;1011
16.07.2017;Cloudy;0.12;25;21;32;73;1011
15.07.2017;Sunny;0.0;26;21;29;67;1011
14.07.2017;Sunny;1.09;27;22;25;69;1010
13.07.2017;Sunny;0.0;30;21;8;57;1008
12.07.2017;Sunny;0.0;28;21;12;71;1012
11.07.2017;Sunny;0.0;28;21;22;68;1016
10.07.2017;Sunny;0.0;28;22;24;62;1016
09.07.2017;Sunny;0.0;29;20;6;52;1013
08.07.2017;Sunny;0.0;26;19;14;57;1015
07.07.2017;Sunny;0.01;26;19;17;67;1017
06.07.2017;Sunny;0.0;25;20;25;63;1016
05.07.2017;Sunny;0.0;25;21;30;56;1018
04.07.2017;Light rain shower;2.18;23;21;31;73;1014
03.07.2017;Sunny;1.24;30;23;19;76;1004
02.07.2017;Sunny;0.0;32;24;13;63;1006
01.07.2017;Sunny;0.0;33;25;13;46;1011
30.06.2017;Sunny;0.0;33;26;12;47;1012
29.06.2017;Sunny;0.0;31;24;8;53;1010
28.06.2017;Sunny;0.0;29;22;9;59;1011
27.06.2017;Sunny;0.0;28;20;7;66;1012
26.06.2017;Sunny;0.0;28;21;21;69;1011
25.06.2017;Sunny;0.0;29;22;21;57;1014
24.06.2017;Sunny;0.02;28;23;15;58;1013
23.06.2017;Sunny;0.0;28;20;7;59;1015
22.06.2017;Sunny;0.06;27;21;9;64;1014
21.06.2017;Sunny;0.0;25;19;6;67;1013
20.06.2017;Sunny;0.14;25;19;15;60;1014
19.06.2017;Cloudy;3.17;20;17;16;73;1012
18.06.2017;Partly cloudy;1.42;22;17;11;69;1010
17.06.2017;Sunny;0.05;25;18;11;55;1011
16.06.2017;Sunny;0.0;25;18;20;58;1016
15.06.2017;Sunny;0.1;25;19;11;71;1015
14.06.2017;Sunny;0.0;26;18;12;67;1011
13.06.2017;Sunny;0.0;24;17;17;64;1012
12.06.2017;Sunny;0.0;23;18;26;68;1014
11.06.2017;Partly cloudy;0.0;24;18;16;67;1014
10.06.2017;Overcast;0.95;21;16;10;80;1015
09.06.2017;Overcast;0.42;21;17;17;78;1012
08.06.2017;Sunny;1.8;27;19;9;69;1012
07.06.2017;Sunny;0.0;25;17;6;69;1013
06.06.2017;Sunny;0.03;23;17;7;79;1013
05.06.2017;Sunny;0.01;24;18;17;79;1013
04.06.2017;Sunny;0.0;24;18;27;67;1014
03.06.2017;Sunny;0.0;27;20;14;67;1014
02.06.2017;Sunny;0.78;25;20;10;70;1016
01.06.2017;Sunny;0.15;24;18;12;71;1016
31.05.2017;Sunny;4.37;23;16;17;67;1016
30.05.2017;Overcast;4.75;19;16;9;83;1016
29.05.2017;Sunny;0.0;21;16;25;73;1016
28.05.2017;Sunny;0.01;20;15;24;72;1017
27.05.2017;Partly cloudy;0.0;20;15;17;73;1013
26.05.2017;Sunny;0.47;22;15;15;69;1012
25.05.2017;Sunny;0.48;21;14;10;65;1014
24.05.2017;Sunny;0.0;19;13;13;71;1017
23.05.2017;Sunny;0.83;19;13;13;76;1017
22.05.2017;Partly cloudy;0.0;19;12;9;70;1011
21.05.2017;Sunny;5.37;17;13;8;71;1010
20.05.2017;Sunny;0.0;18;12;10;61;1013
19.05.2017;Sunny;0.0;18;13;27;62;1015
18.05.2017;Partly cloudy;0.02;19;14;35;73;1015
17.05.2017;Partly cloudy;0.57;19;15;38;72;1016
16.05.2017;Sunny;0.0;20;13;24;73;1021
15.05.2017;Sunny;0.14;19;14;18;77;1022
14.05.2017;Partly cloudy;0.15;23;16;12;69;1014
13.05.2017;Sunny;0.03;26;17;17;54;1010
12.05.2017;Sunny;0.0;22;14;9;61;1015
11.05.2017;Sunny;0.0;18;12;8;74;1017
10.05.2017;Overcast;2.64;17;13;19;82;1011
09.05.2017;Sunny;2.9;21;14;14;76;1004
08.05.2017;Sunny;0.05;21;14;18;71;1005
07.05.2017;Partly cloudy;1.54;20;13;14;69;1008
06.05.2017;Partly cloudy;0.11;18;13;9;79;1011
05.05.2017;Sunny;0.28;21;14;11;70;1014
04.05.2017;Sunny;0.0;21;13;15;72;1014
03.05.2017;Sunny;0.04;21;13;18;71;1016
02.05.2017;Sunny;0.0;19;12;18;71;1015
01.05.2017;Sunny;0.06;18;13;27;71;1013
30.04.2017;Sunny;0.37;22;14;20;57;1011
29.04.2017;Sunny;0.0;23;14;6;54;1013
28.04.2017;Sunny;0.0;21;13;5;56;1016
27.04.2017;Sunny;0.0;20;12;6;56;1017
26.04.2017;Sunny;0.0;18;9;6;58;1020
25.04.2017;Sunny;0.0;16;9;14;54;1023
24.04.2017;Sunny;0.31;12;7;9;64;1023
23.04.2017;Partly cloudy;1.42;14;7;18;68;1015
22.04.2017;Sunny;0.08;12;7;18;61;1019
21.04.2017;Sunny;0.05;12;7;11;64;1019
20.04.2017;Sunny;4.16;18;8;17;71;1011
19.04.2017;Sunny;0.01;18;7;13;64;1016
18.04.2017;Overcast;4.84;10;8;18;82;1014
17.04.2017;Partly cloudy;2.17;18;10;19;76;1009
16.04.2017;Sunny;0.56;20;13;12;60;1012
15.04.2017;Sunny;0.0;18;13;7;65;1015
14.04.2017;Sunny;0.09;17;9;6;66;1012
13.04.2017;Sunny;0.0;15;9;16;73;1011
12.04.2017;Partly cloudy;0.0;16;9;20;63;1015
11.04.2017;Sunny;0.0;15;7;11;59;1018
10.04.2017;Sunny;0.0;13;7;7;61;1024
09.04.2017;Partly cloudy;0.17;12;7;7;62;1023
08.04.2017;Sunny;0.86;12;7;12;68;1016
07.04.2017;Overcast;0.59;11;8;8;80;1012
06.04.2017;Partly cloudy;0.0;15;10;12;73;1010
05.04.2017;Overcast;1.01;15;10;11;75;1017
04.04.2017;Overcast;0.05;14;10;10;71;1020
03.04.2017;Sunny;0.0;15;8;15;72;1020
02.04.2017;Sunny;0.0;13;6;22;73;1022
01.04.2017;Sunny;0.0;11;6;25;73;1022
31.03.2017;Partly cloudy;0.0;12;7;32;79;1023
30.03.2017;Sunny;0.0;17;9;20;63;1018
29.03.2017;Sunny;0.0;16;7;21;58;1020
28.03.2017;Sunny;0.0;13;5;16;64;1022
27.03.2017;Overcast;3.15;9;6;25;78;1021
26.03.2017;Sunny;1.3;14;7;11;76;1014
25.03.2017;Cloudy;0.04;15;8;13;66;1019
24.03.2017;Sunny;0.0;15;7;16;74;1022
23.03.2017;Sunny;0.0;13;7;24;75;1020
22.03.2017;Sunny;0.0;14;8;27;68;1016
21.03.2017;Sunny;1.08;15;10;9;79;1014
20.03.2017;Cloudy;0.29;12;7;8;74;1013
19.03.2017;Cloudy;3.55;11;9;24;73;1009
18.03.2017;Sunny;0.0;10;4;18;64;1015
17.03.2017;Sunny;2.75;8;5;21;76;1016
16.03.2017;Partly cloudy;0.81;9;5;7;81;1018
15.03.2017;Partly cloudy;0.67;9;6;13;79;1022
14.03.2017;Overcast;6.92;6;5;19;86;1020
13.03.2017;Overcast;1.28;8;6;14;86;1014
12.03.2017;Overcast;0.0;8;7;30;88;1008
11.03.2017;Overcast;0.0;10;8;25;88;1005
10.03.2017;Sunny;0.0;12;7;15;84;1006
09.03.2017;Cloudy;0.0;12;9;22;81;1012
08.03.2017;Sunny;0.34;17;10;14;65;1010
07.03.2017;Sunny;0.0;16;11;16;65;1010
06.03.2017;Cloudy;0.0;16;11;19;61;1013
05.03.2017;Sunny;0.0;15;8;9;57;1020
04.03.2017;Sunny;0.0;13;8;16;73;1023
03.03.2017;Partly cloudy;0.02;12;7;4;80;1019
02.03.2017;Overcast;0.34;12;8;17;83;1011
01.03.2017;Sunny;0.0;16;9;11;75;1011
28.02.2017;Sunny;0.0;13;8;8;81;1015
27.02.2017;Partly cloudy;0.0;12;6;8;80;1019
26.02.2017;Partly cloudy;0.85;10;7;19;84;1024
25.02.2017;Sunny;1.96;15;7;29;78;1019
24.02.2017;Sunny;0.0;14;10;32;74;1016
23.02.2017;Sunny;0.0;14;8;23;73;1016
22.02.2017;Cloudy;0.05;11;7;19;77;1017
21.02.2017;Sunny;0.0;10;5;10;71;1017
20.02.2017;Overcast;4.5;10;6;13;85;1019
19.02.2017;Overcast;0.53;13;8;13;63;1024
18.02.2017;Sunny;0.0;10;4;13;64;1023
17.02.2017;Sunny;0.0;7;2;7;62;1027
16.02.2017;Overcast;0.69;5;2;20;74;1034
15.02.2017;Cloudy;0.5;4;2;24;72;1030
14.02.2017;Overcast;0.69;2;0;20;73;1032
13.02.2017;Cloudy;0.61;4;3;30;70;1031
12.02.2017;Overcast;0.47;5;3;30;68;1032
11.02.2017;Cloudy;0.14;5;4;34;74;1028
10.02.2017;Cloudy;0.0;6;4;36;78;1027
09.02.2017;Overcast;0.42;8;6;27;88;1024
08.02.2017;Partly cloudy;0.16;12;8;15;82;1016
07.02.2017;Sunny;0.0;14;10;12;68;1015
06.02.2017;Partly cloudy;1.7;14;9;19;80;1015
05.02.2017;Partly cloudy;4.02;11;9;26;86;1013
04.02.2017;Partly cloudy;0.0;13;9;29;80;1018
03.02.2017;Cloudy;0.0;11;6;22;72;1024
02.02.2017;Sunny;0.0;7;3;9;57;1029
01.02.2017;Sunny;0.0;6;1;8;52;1030
31.01.2017;Sunny;0.01;3;0;24;68;1030
30.01.2017;Cloudy;0.06;4;2;26;78;1027
29.01.2017;Sunny;0.04;5;2;17;80;1028
28.01.2017;Overcast;0.3;3;-1;14;77;1028
27.01.2017;Cloudy;0.17;0;-1;21;71;1029
26.01.2017;Overcast;0.45;3;0;31;76;1027
25.01.2017;Overcast;0.11;5;2;36;82;1019
24.01.2017;Overcast;0.08;7;4;14;74;1020
23.01.2017;Sunny;0.0;7;3;24;82;1028
22.01.2017;Cloudy;0.05;5;2;17;80;1032
21.01.2017;Sunny;0.21;5;2;16;73;1031
20.01.2017;Overcast;2.0;5;4;30;83;1032
19.01.2017;Overcast;2.61;7;6;34;88;1027
18.01.2017;Overcast;0.21;7;6;18;94;1022
17.01.2017;Overcast;4.45;8;6;10;93;1017
16.01.2017;Overcast;6.48;6;4;23;91;1015
15.01.2017;Overcast;9.24;5;4;19;89;1015
14.01.2017;Sunny;4.74;10;6;25;73;1009
13.01.2017;Sunny;0.0;7;3;18;70;1018
12.01.2017;Sunny;6.98;6;3;20;81;1017
11.01.2017;Overcast;1.19;8;0;24;82;1017
10.01.2017;Overcast;0.0;5;0;32;75;1011
09.01.2017;Overcast;3.64;1;-2;29;90;1017
08.01.2017;Partly cloudy;0.0;-1;-4;26;85;1016
07.01.2017;Overcast;1.39;-1;-4;43;93;1014
06.01.2017;Cloudy;5.22;11;-1;39;85;1004
05.01.2017;Partly cloudy;1.42;11;9;19;84;1008
04.01.2017;Partly cloudy;0.04;9;7;19;74;1016
03.01.2017;Partly cloudy;0.02;8;5;21;66;1020
02.01.2017;Sunny;0.0;6;3;17;68;1022
01.01.2017;Partly cloudy;3.96;4;2;14;80;1025
31.12.2016;Overcast;4.26;5;2;23;86;1023
30.12.2016;Overcast;7.11;5;3;38;88;1022
29.12.2016;Overcast;7.14;6;4;54;80;1015
28.12.2016;Overcast;0.21;6;5;15;75;1019
27.12.2016;Sunny;0.53;7;4;14;74;1024
26.12.2016;Overcast;0.04;6;4;16;76;1024
25.12.2016;Partly cloudy;0.83;7;5;12;77;1022
24.12.2016;Overcast;0.02;7;5;29;85;1026
23.12.2016;Overcast;0.78;8;7;28;85;1025
22.12.2016;Overcast;0.0;7;5;38;75;1027
21.12.2016;Partly cloudy;0.65;6;5;38;75;1028
20.12.2016;Partly cloudy;1.51;6;3;10;70;1029
19.12.2016;Sunny;0.0;6;3;8;68;1033
18.12.2016;Sunny;0.0;5;2;14;69;1033
